"","Request.id","Pickup.point","Driver.id","Status","Request.timestamp","Drop.timestamp","Req.day","Drop.day","Date","Req.hour","Drop.hour","Trip.duration","Req.hour24","Time.slot"
"962",3227,"Airport",99,"Trip Completed",2016-07-13 09:52:49,2016-07-13 10:33:38,"Wednesday","Wednesday",13,9,10,41,"9:00","Morning"
"963",4921,"City",99,"Trip Completed",2016-07-14 18:14:26,2016-07-14 19:20:18,"Thursday","Thursday",14,18,19,66,"18:00","Evening"
"964",5373,"City",99,"Trip Completed",2016-07-14 23:42:23,2016-07-15 00:17:24,"Thursday","Friday",14,23,0,35,"23:00","Night"
"965",6612,"Airport",99,"Trip Completed",2016-07-15 21:49:41,2016-07-15 22:28:38,"Friday","Friday",15,21,22,39,"21:00","Evening"
"966",50,"City",100,"Trip Completed",2016-07-11 03:22:00,2016-07-11 03:57:00,"Monday","Monday",11,3,3,35,"3:00","Early Morning"
"967",102,"Airport",100,"Trip Completed",2016-07-11 05:01:00,2016-07-11 05:38:00,"Monday","Monday",11,5,5,37,"5:00","Morning"
"968",211,"City",100,"Trip Completed",2016-07-11 06:08:00,2016-07-11 06:47:00,"Monday","Monday",11,6,6,39,"6:00","Morning"
"969",510,"City",100,"Trip Completed",2016-07-11 09:40:00,2016-07-11 11:01:00,"Monday","Monday",11,9,11,81,"9:00","Morning"
"970",1548,"Airport",100,"Trip Completed",2016-07-12 06:10:00,2016-07-12 07:12:00,"Tuesday","Tuesday",12,6,7,62,"6:00","Morning"
"971",2208,"City",100,"Trip Completed",2016-07-12 17:59:00,2016-07-12 19:00:00,"Tuesday","Tuesday",12,17,19,61,"17:00","Evening"
"972",4030,"City",100,"Trip Completed",2016-07-14 00:13:43,2016-07-14 00:47:55,"Thursday","Thursday",14,0,0,34,"0:00","Early Morning"
"973",4370,"City",100,"Trip Completed",2016-07-14 07:36:53,2016-07-14 08:16:29,"Thursday","Thursday",14,7,8,40,"7:00","Morning"
"974",5834,"Airport",100,"Trip Completed",2016-07-15 08:54:03,2016-07-15 10:05:53,"Friday","Friday",15,8,10,72,"8:00","Morning"
"975",639,"City",101,"Trip Completed",2016-07-11 12:28:00,2016-07-11 12:56:00,"Monday","Monday",11,12,12,28,"12:00","Day Time"
"976",1451,"Airport",101,"Trip Completed",2016-07-12 04:53:00,2016-07-12 05:40:00,"Tuesday","Tuesday",12,4,5,47,"4:00","Early Morning"
"977",2335,"City",101,"Trip Completed",2016-07-12 19:15:00,2016-07-12 20:02:00,"Tuesday","Tuesday",12,19,20,47,"19:00","Evening"
"978",2572,"Airport",101,"Trip Completed",2016-07-12 21:35:00,2016-07-12 22:42:00,"Tuesday","Tuesday",12,21,22,67,"21:00","Evening"
"979",3326,"Airport",101,"Trip Completed",2016-07-13 12:29:20,2016-07-13 13:09:40,"Wednesday","Wednesday",13,12,13,40,"12:00","Day Time"
"980",3916,"City",101,"Trip Completed",2016-07-13 22:08:13,2016-07-13 23:22:35,"Wednesday","Wednesday",13,22,23,74,"22:00","Night"
"981",4514,"City",101,"Trip Completed",2016-07-14 09:16:24,2016-07-14 10:16:38,"Thursday","Thursday",14,9,10,60,"9:00","Morning"
"982",6604,"City",101,"Trip Completed",2016-07-15 21:42:04,2016-07-15 22:19:18,"Friday","Friday",15,21,22,37,"21:00","Evening"
"983",373,"Airport",102,"Trip Completed",2016-07-11 08:09:00,2016-07-11 09:16:00,"Monday","Monday",11,8,9,67,"8:00","Morning"
"984",1338,"Airport",102,"Trip Completed",2016-07-11 23:23:00,2016-07-11 23:58:00,"Monday","Monday",11,23,23,35,"23:00","Night"
"985",1830,"City",102,"Trip Completed",2016-07-12 09:33:00,2016-07-12 10:43:00,"Tuesday","Tuesday",12,9,10,70,"9:00","Morning"
"986",2274,"City",102,"Trip Completed",2016-07-12 18:33:00,2016-07-12 19:22:00,"Tuesday","Tuesday",12,18,19,49,"18:00","Evening"
"987",3224,"Airport",102,"Trip Completed",2016-07-13 09:52:22,2016-07-13 10:28:33,"Wednesday","Wednesday",13,9,10,36,"9:00","Morning"
"988",5321,"City",102,"Trip Completed",2016-07-14 22:09:50,2016-07-14 22:46:06,"Thursday","Thursday",14,22,22,36,"22:00","Night"
"989",5520,"City",102,"Trip Completed",2016-07-15 05:17:46,2016-07-15 06:01:41,"Friday","Friday",15,5,6,44,"5:00","Morning"
"990",5842,"City",102,"Trip Completed",2016-07-15 09:04:30,2016-07-15 09:53:01,"Friday","Friday",15,9,9,49,"9:00","Morning"
"991",6429,"Airport",102,"Trip Completed",2016-07-15 19:49:10,2016-07-15 20:34:01,"Friday","Friday",15,19,20,45,"19:00","Evening"
"992",6704,"Airport",102,"Trip Completed",2016-07-15 22:58:01,2016-07-15 23:59:35,"Friday","Friday",15,22,23,62,"22:00","Night"
"993",2057,"Airport",103,"Trip Completed",2016-07-12 15:02:00,2016-07-12 15:36:00,"Tuesday","Tuesday",12,15,15,34,"15:00","Day Time"
"994",3723,"Airport",103,"Trip Completed",2016-07-13 20:03:45,2016-07-13 20:57:08,"Wednesday","Wednesday",13,20,20,53,"20:00","Evening"
"995",4492,"City",103,"Trip Completed",2016-07-14 09:01:49,2016-07-14 10:05:11,"Thursday","Thursday",14,9,10,63,"9:00","Morning"
"996",5153,"Airport",103,"Trip Completed",2016-07-14 20:29:19,2016-07-14 21:38:20,"Thursday","Thursday",14,20,21,69,"20:00","Evening"
"997",6531,"City",103,"Trip Completed",2016-07-15 20:49:25,2016-07-15 21:27:36,"Friday","Friday",15,20,21,38,"20:00","Evening"
"998",521,"City",104,"Trip Completed",2016-07-11 09:48:00,2016-07-11 10:55:00,"Monday","Monday",11,9,10,67,"9:00","Morning"
"999",1850,"City",104,"Trip Completed",2016-07-12 09:45:00,2016-07-12 10:20:00,"Tuesday","Tuesday",12,9,10,35,"9:00","Morning"
"1000",2851,"Airport",104,"Trip Completed",2016-07-13 05:31:53,2016-07-13 06:39:33,"Wednesday","Wednesday",13,5,6,68,"5:00","Morning"
"1001",5380,"Airport",104,"Trip Completed",2016-07-14 23:50:28,2016-07-15 00:39:55,"Thursday","Friday",14,23,0,49,"23:00","Night"
"1002",5917,"Airport",104,"Trip Completed",2016-07-15 10:04:16,2016-07-15 10:54:15,"Friday","Friday",15,10,10,50,"10:00","Day Time"
"1003",148,"Airport",105,"Trip Completed",2016-07-11 05:36:00,2016-07-11 06:46:00,"Monday","Monday",11,5,6,70,"5:00","Morning"
"1004",1113,"City",105,"Trip Completed",2016-07-11 20:18:00,2016-07-11 20:55:00,"Monday","Monday",11,20,20,37,"20:00","Evening"
"1005",1758,"Airport",105,"Trip Completed",2016-07-12 08:44:00,2016-07-12 09:19:00,"Tuesday","Tuesday",12,8,9,35,"8:00","Morning"
"1006",2395,"Airport",105,"Trip Completed",2016-07-12 19:55:00,2016-07-12 20:50:00,"Tuesday","Tuesday",12,19,20,55,"19:00","Evening"
"1007",2708,"Airport",105,"Trip Completed",2016-07-13 01:22:32,2016-07-13 02:35:10,"Wednesday","Wednesday",13,1,2,73,"1:00","Early Morning"
"1008",2995,"City",105,"Trip Completed",2016-07-13 07:07:32,2016-07-13 08:08:45,"Wednesday","Wednesday",13,7,8,61,"7:00","Morning"
"1009",3993,"City",105,"Trip Completed",2016-07-13 23:31:47,2016-07-14 00:14:14,"Wednesday","Thursday",13,23,0,42,"23:00","Night"
"1010",4724,"City",105,"Trip Completed",2016-07-14 13:52:36,2016-07-14 14:29:40,"Thursday","Thursday",14,13,14,37,"13:00","Day Time"
"1011",5144,"Airport",105,"Trip Completed",2016-07-14 20:21:02,2016-07-14 21:16:51,"Thursday","Thursday",14,20,21,56,"20:00","Evening"
"1012",5572,"City",105,"Trip Completed",2016-07-15 05:46:37,2016-07-15 06:40:01,"Friday","Friday",15,5,6,53,"5:00","Morning"
"1013",5740,"Airport",105,"Trip Completed",2016-07-15 07:50:35,2016-07-15 08:58:39,"Friday","Friday",15,7,8,68,"7:00","Morning"
"1014",5938,"City",105,"Trip Completed",2016-07-15 10:16:24,2016-07-15 11:06:42,"Friday","Friday",15,10,11,50,"10:00","Day Time"
"1015",6299,"City",105,"Trip Completed",2016-07-15 18:25:54,2016-07-15 19:07:36,"Friday","Friday",15,18,19,42,"18:00","Evening"
"1016",6695,"Airport",105,"Trip Completed",2016-07-15 22:45:03,2016-07-16 00:02:06,"Friday","Saturday",15,22,0,77,"22:00","Night"
"1017",507,"Airport",106,"Trip Completed",2016-07-11 09:40:00,2016-07-11 10:38:00,"Monday","Monday",11,9,10,58,"9:00","Morning"
"1018",1135,"Airport",106,"Trip Completed",2016-07-11 20:37:00,2016-07-11 21:29:00,"Monday","Monday",11,20,21,52,"20:00","Evening"
"1019",1479,"City",106,"Trip Completed",2016-07-12 05:16:00,2016-07-12 05:58:00,"Tuesday","Tuesday",12,5,5,42,"5:00","Morning"
"1020",3275,"City",106,"Trip Completed",2016-07-13 10:39:32,2016-07-13 11:39:21,"Wednesday","Wednesday",13,10,11,60,"10:00","Day Time"
"1021",4078,"City",106,"Trip Completed",2016-07-14 02:10:33,2016-07-14 03:05:32,"Thursday","Thursday",14,2,3,55,"2:00","Early Morning"
"1022",4176,"Airport",106,"Trip Completed",2016-07-14 05:18:01,2016-07-14 06:01:38,"Thursday","Thursday",14,5,6,44,"5:00","Morning"
"1023",4776,"City",106,"Trip Completed",2016-07-14 16:16:30,2016-07-14 17:31:10,"Thursday","Thursday",14,16,17,75,"16:00","Day Time"
"1024",4899,"Airport",106,"Trip Completed",2016-07-14 18:02:51,2016-07-14 19:01:55,"Thursday","Thursday",14,18,19,59,"18:00","Evening"
"1025",35,"City",107,"Trip Completed",2016-07-11 02:36:00,2016-07-11 03:03:00,"Monday","Monday",11,2,3,27,"2:00","Early Morning"
"1026",161,"Airport",107,"Trip Completed",2016-07-11 05:36:00,2016-07-11 06:10:00,"Monday","Monday",11,5,6,34,"5:00","Morning"
"1027",831,"Airport",107,"Trip Completed",2016-07-11 17:30:00,2016-07-11 18:19:00,"Monday","Monday",11,17,18,49,"17:00","Evening"
"1028",1080,"Airport",107,"Trip Completed",2016-07-11 19:59:00,2016-07-11 20:38:00,"Monday","Monday",11,19,20,39,"19:00","Evening"
"1029",2496,"City",107,"Trip Completed",2016-07-12 20:53:00,2016-07-12 21:33:00,"Tuesday","Tuesday",12,20,21,40,"20:00","Evening"
"1030",3141,"City",107,"Trip Completed",2016-07-13 08:58:47,2016-07-13 09:28:32,"Wednesday","Wednesday",13,8,9,30,"8:00","Morning"
"1031",3297,"City",107,"Trip Completed",2016-07-13 11:37:32,2016-07-13 12:14:07,"Wednesday","Wednesday",13,11,12,37,"11:00","Day Time"
"1032",3602,"Airport",107,"Trip Completed",2016-07-13 18:40:02,2016-07-13 19:13:36,"Wednesday","Wednesday",13,18,19,34,"18:00","Evening"
"1033",4150,"City",107,"Trip Completed",2016-07-14 04:51:03,2016-07-14 05:50:07,"Thursday","Thursday",14,4,5,59,"4:00","Early Morning"
"1034",4361,"City",107,"Trip Completed",2016-07-14 07:29:29,2016-07-14 08:28:35,"Thursday","Thursday",14,7,8,59,"7:00","Morning"
"1035",4642,"City",107,"Trip Completed",2016-07-14 11:44:26,2016-07-14 12:41:11,"Thursday","Thursday",14,11,12,57,"11:00","Day Time"
"1036",4752,"City",107,"Trip Completed",2016-07-14 15:19:35,2016-07-14 16:11:37,"Thursday","Thursday",14,15,16,52,"15:00","Day Time"
"1037",4849,"City",107,"Trip Completed",2016-07-14 17:39:27,2016-07-14 18:44:26,"Thursday","Thursday",14,17,18,65,"17:00","Evening"
"1038",6199,"City",107,"Trip Completed",2016-07-15 17:25:23,2016-07-15 18:19:03,"Friday","Friday",15,17,18,54,"17:00","Evening"
"1039",241,"City",108,"Trip Completed",2016-07-11 06:31:00,2016-07-11 07:17:00,"Monday","Monday",11,6,7,46,"6:00","Morning"
"1040",1339,"Airport",108,"Trip Completed",2016-07-11 23:25:00,2016-07-12 00:32:00,"Monday","Tuesday",11,23,0,67,"23:00","Night"
"1041",1454,"City",108,"Trip Completed",2016-07-12 04:54:00,2016-07-12 06:07:00,"Tuesday","Tuesday",12,4,6,73,"4:00","Early Morning"
"1042",4342,"City",108,"Trip Completed",2016-07-14 07:17:09,2016-07-14 08:15:45,"Thursday","Thursday",14,7,8,59,"7:00","Morning"
"1043",6766,"City",108,"Trip Completed",2016-07-15 00:06:56,2016-07-15 01:10:34,"Friday","Friday",15,0,1,64,"0:00","Early Morning"
"1044",6213,"City",108,"Trip Completed",2016-07-15 17:30:09,2016-07-15 18:32:51,"Friday","Friday",15,17,18,63,"17:00","Evening"
"1045",41,"City",109,"Trip Completed",2016-07-11 02:47:00,2016-07-11 03:23:00,"Monday","Monday",11,2,3,36,"2:00","Early Morning"
"1046",279,"Airport",109,"Trip Completed",2016-07-11 06:58:00,2016-07-11 07:47:00,"Monday","Monday",11,6,7,49,"6:00","Morning"
"1047",952,"City",109,"Trip Completed",2016-07-11 18:39:00,2016-07-11 19:19:00,"Monday","Monday",11,18,19,40,"18:00","Evening"
"1048",1200,"Airport",109,"Trip Completed",2016-07-11 21:13:00,2016-07-11 22:29:00,"Monday","Monday",11,21,22,76,"21:00","Evening"
"1049",1775,"City",109,"Trip Completed",2016-07-12 08:57:00,2016-07-12 09:52:00,"Tuesday","Tuesday",12,8,9,55,"8:00","Morning"
"1050",1953,"Airport",109,"Trip Completed",2016-07-12 11:38:00,2016-07-12 12:41:00,"Tuesday","Tuesday",12,11,12,63,"11:00","Day Time"
"1051",3270,"City",109,"Trip Completed",2016-07-13 10:28:01,2016-07-13 11:04:59,"Wednesday","Wednesday",13,10,11,37,"10:00","Day Time"
"1052",3497,"Airport",109,"Trip Completed",2016-07-13 17:32:20,2016-07-13 18:27:42,"Wednesday","Wednesday",13,17,18,55,"17:00","Evening"
"1053",3897,"Airport",109,"Trip Completed",2016-07-13 22:00:50,2016-07-13 22:37:59,"Wednesday","Wednesday",13,22,22,37,"22:00","Night"
"1054",4601,"City",109,"Trip Completed",2016-07-14 10:13:30,2016-07-14 10:52:16,"Thursday","Thursday",14,10,10,39,"10:00","Day Time"
"1055",4621,"Airport",109,"Trip Completed",2016-07-14 11:02:21,2016-07-14 11:46:14,"Thursday","Thursday",14,11,11,44,"11:00","Day Time"
"1056",5061,"City",109,"Trip Completed",2016-07-14 19:29:16,2016-07-14 20:13:18,"Thursday","Thursday",14,19,20,44,"19:00","Evening"
"1057",5359,"City",109,"Trip Completed",2016-07-14 23:21:57,2016-07-15 00:24:00,"Thursday","Friday",14,23,0,62,"23:00","Night"
"1058",6179,"Airport",109,"Trip Completed",2016-07-15 16:53:17,2016-07-15 18:08:57,"Friday","Friday",15,16,18,76,"16:00","Day Time"
"1059",469,"Airport",110,"Trip Completed",2016-07-11 09:24:00,2016-07-11 10:04:00,"Monday","Monday",11,9,10,40,"9:00","Morning"
"1060",914,"City",110,"Trip Completed",2016-07-11 18:17:00,2016-07-11 18:58:00,"Monday","Monday",11,18,18,41,"18:00","Evening"
"1061",1386,"Airport",110,"Trip Completed",2016-07-12 01:30:00,2016-07-12 02:42:00,"Tuesday","Tuesday",12,1,2,72,"1:00","Early Morning"
"1062",1935,"City",110,"Trip Completed",2016-07-12 11:16:00,2016-07-12 12:17:00,"Tuesday","Tuesday",12,11,12,61,"11:00","Day Time"
"1063",3243,"Airport",110,"Trip Completed",2016-07-13 10:03:58,2016-07-13 10:46:44,"Wednesday","Wednesday",13,10,10,43,"10:00","Day Time"
"1064",3449,"City",110,"Trip Completed",2016-07-13 16:52:29,2016-07-13 17:21:31,"Wednesday","Wednesday",13,16,17,29,"16:00","Day Time"
"1065",4500,"City",110,"Trip Completed",2016-07-14 09:04:43,2016-07-14 10:09:11,"Thursday","Thursday",14,9,10,64,"9:00","Morning"
"1066",5328,"Airport",110,"Trip Completed",2016-07-14 22:10:37,2016-07-14 22:51:25,"Thursday","Thursday",14,22,22,41,"22:00","Night"
"1067",5576,"City",110,"Trip Completed",2016-07-15 05:53:20,2016-07-15 06:25:29,"Friday","Friday",15,5,6,32,"5:00","Morning"
"1068",6112,"Airport",110,"Trip Completed",2016-07-15 15:06:46,2016-07-15 16:12:22,"Friday","Friday",15,15,16,66,"15:00","Day Time"
"1069",6438,"Airport",110,"Trip Completed",2016-07-15 19:54:08,2016-07-15 20:36:23,"Friday","Friday",15,19,20,42,"19:00","Evening"
"1070",707,"Airport",111,"Trip Completed",2016-07-11 14:17:00,2016-07-11 14:55:00,"Monday","Monday",11,14,14,38,"14:00","Day Time"
"1071",1136,"Airport",111,"Trip Completed",2016-07-11 20:32:00,2016-07-11 21:20:00,"Monday","Monday",11,20,21,48,"20:00","Evening"
"1072",2961,"Airport",111,"Trip Completed",2016-07-13 06:48:57,2016-07-13 07:47:08,"Wednesday","Wednesday",13,6,7,58,"6:00","Morning"
"1073",3428,"City",111,"Trip Completed",2016-07-13 15:55:17,2016-07-13 16:45:19,"Wednesday","Wednesday",13,15,16,50,"15:00","Day Time"
"1074",4045,"Airport",111,"Trip Completed",2016-07-14 00:56:22,2016-07-14 01:22:47,"Thursday","Thursday",14,0,1,26,"0:00","Early Morning"
"1075",5399,"City",111,"Trip Completed",2016-07-15 00:58:19,2016-07-15 02:16:07,"Friday","Friday",15,0,2,78,"0:00","Early Morning"
"1076",5730,"City",111,"Trip Completed",2016-07-15 07:50:12,2016-07-15 08:45:09,"Friday","Friday",15,7,8,55,"7:00","Morning"
"1077",180,"Airport",112,"Trip Completed",2016-07-11 05:48:00,2016-07-11 06:28:00,"Monday","Monday",11,5,6,40,"5:00","Morning"
"1078",1694,"City",112,"Trip Completed",2016-07-12 07:54:00,2016-07-12 08:48:00,"Tuesday","Tuesday",12,7,8,54,"7:00","Morning"
"1079",2294,"City",112,"Trip Completed",2016-07-12 18:47:00,2016-07-12 19:49:00,"Tuesday","Tuesday",12,18,19,62,"18:00","Evening"
"1080",3630,"City",112,"Trip Completed",2016-07-13 18:59:56,2016-07-13 19:59:30,"Wednesday","Wednesday",13,18,19,60,"18:00","Evening"
"1081",3978,"City",112,"Trip Completed",2016-07-13 23:18:14,2016-07-13 23:46:18,"Wednesday","Wednesday",13,23,23,28,"23:00","Night"
"1082",4426,"City",112,"Trip Completed",2016-07-14 08:21:49,2016-07-14 09:08:49,"Thursday","Thursday",14,8,9,47,"8:00","Morning"
"1083",5115,"Airport",112,"Trip Completed",2016-07-14 20:03:46,2016-07-14 21:08:12,"Thursday","Thursday",14,20,21,64,"20:00","Evening"
"1084",5558,"Airport",112,"Trip Completed",2016-07-15 05:32:12,2016-07-15 06:05:55,"Friday","Friday",15,5,6,34,"5:00","Morning"
"1085",5827,"Airport",112,"Trip Completed",2016-07-15 08:52:58,2016-07-15 09:29:41,"Friday","Friday",15,8,9,37,"8:00","Morning"
"1086",6063,"Airport",112,"Trip Completed",2016-07-15 13:48:53,2016-07-15 14:19:12,"Friday","Friday",15,13,14,30,"13:00","Day Time"
"1087",6691,"Airport",112,"Trip Completed",2016-07-15 22:47:31,2016-07-16 00:01:05,"Friday","Saturday",15,22,0,74,"22:00","Night"
"1088",170,"City",113,"Trip Completed",2016-07-11 05:45:00,2016-07-11 06:39:00,"Monday","Monday",11,5,6,54,"5:00","Morning"
"1089",1326,"Airport",113,"Trip Completed",2016-07-11 23:06:00,2016-07-12 00:07:00,"Monday","Tuesday",11,23,0,61,"23:00","Night"
"1090",1476,"City",113,"Trip Completed",2016-07-12 05:16:00,2016-07-12 06:04:00,"Tuesday","Tuesday",12,5,6,48,"5:00","Morning"
"1091",2937,"Airport",113,"Trip Completed",2016-07-13 06:27:11,2016-07-13 07:15:24,"Wednesday","Wednesday",13,6,7,48,"6:00","Morning"
"1092",3973,"City",113,"Trip Completed",2016-07-13 22:58:36,2016-07-13 23:51:51,"Wednesday","Wednesday",13,22,23,53,"22:00","Night"
"1093",4644,"City",113,"Trip Completed",2016-07-14 11:47:32,2016-07-14 12:20:33,"Thursday","Thursday",14,11,12,33,"11:00","Day Time"
"1094",5086,"Airport",113,"Trip Completed",2016-07-14 19:41:45,2016-07-14 21:02:52,"Thursday","Thursday",14,19,21,81,"19:00","Evening"
"1095",6572,"Airport",113,"Trip Completed",2016-07-15 21:11:01,2016-07-15 22:02:20,"Friday","Friday",15,21,22,51,"21:00","Evening"
"1096",6755,"Airport",113,"Trip Completed",2016-07-15 23:57:32,2016-07-16 01:09:24,"Friday","Saturday",15,23,1,72,"23:00","Night"
"1097",1483,"City",114,"Trip Completed",2016-07-12 05:22:00,2016-07-12 06:22:00,"Tuesday","Tuesday",12,5,6,60,"5:00","Morning"
"1098",1844,"City",114,"Trip Completed",2016-07-12 09:40:00,2016-07-12 10:11:00,"Tuesday","Tuesday",12,9,10,31,"9:00","Morning"
"1099",2120,"Airport",114,"Trip Completed",2016-07-12 16:44:00,2016-07-12 17:33:00,"Tuesday","Tuesday",12,16,17,49,"16:00","Day Time"
"1100",2411,"City",114,"Trip Completed",2016-07-12 20:04:00,2016-07-12 20:40:00,"Tuesday","Tuesday",12,20,20,36,"20:00","Evening"
"1101",2903,"Airport",114,"Trip Completed",2016-07-13 06:00:19,2016-07-13 06:40:37,"Wednesday","Wednesday",13,6,6,40,"6:00","Morning"
"1102",3289,"City",114,"Trip Completed",2016-07-13 11:06:44,2016-07-13 11:51:09,"Wednesday","Wednesday",13,11,11,44,"11:00","Day Time"
"1103",3859,"Airport",114,"Trip Completed",2016-07-13 21:38:18,2016-07-13 22:28:35,"Wednesday","Wednesday",13,21,22,50,"21:00","Evening"
"1104",4313,"City",114,"Trip Completed",2016-07-14 06:49:43,2016-07-14 07:44:15,"Thursday","Thursday",14,6,7,55,"6:00","Morning"
"1105",5325,"City",114,"Trip Completed",2016-07-14 22:11:41,2016-07-14 23:12:36,"Thursday","Thursday",14,22,23,61,"22:00","Night"
"1106",5906,"City",114,"Trip Completed",2016-07-15 09:56:43,2016-07-15 10:29:00,"Friday","Friday",15,9,10,32,"9:00","Morning"
"1107",6049,"City",114,"Trip Completed",2016-07-15 13:27:33,2016-07-15 14:32:29,"Friday","Friday",15,13,14,65,"13:00","Day Time"
"1108",664,"Airport",115,"Trip Completed",2016-07-11 12:58:00,2016-07-11 14:07:00,"Monday","Monday",11,12,14,69,"12:00","Day Time"
"1109",750,"City",115,"Trip Completed",2016-07-11 15:52:00,2016-07-11 16:27:00,"Monday","Monday",11,15,16,35,"15:00","Day Time"
"1110",1950,"City",115,"Trip Completed",2016-07-12 11:33:00,2016-07-12 12:04:00,"Tuesday","Tuesday",12,11,12,31,"11:00","Day Time"
"1111",2989,"Airport",115,"Trip Completed",2016-07-13 07:08:16,2016-07-13 07:42:11,"Wednesday","Wednesday",13,7,7,34,"7:00","Morning"
"1112",3266,"Airport",115,"Trip Completed",2016-07-13 10:27:47,2016-07-13 11:19:30,"Wednesday","Wednesday",13,10,11,52,"10:00","Day Time"
"1113",4358,"Airport",115,"Trip Completed",2016-07-14 07:25:12,2016-07-14 08:08:40,"Thursday","Thursday",14,7,8,43,"7:00","Morning"
"1114",4720,"Airport",115,"Trip Completed",2016-07-14 13:48:48,2016-07-14 14:41:09,"Thursday","Thursday",14,13,14,52,"13:00","Day Time"
"1115",5019,"City",115,"Trip Completed",2016-07-14 19:07:33,2016-07-14 19:59:54,"Thursday","Thursday",14,19,19,52,"19:00","Evening"
"1116",5925,"City",115,"Trip Completed",2016-07-15 10:08:04,2016-07-15 10:32:39,"Friday","Friday",15,10,10,25,"10:00","Day Time"
"1117",112,"Airport",116,"Trip Completed",2016-07-11 05:01:00,2016-07-11 06:04:00,"Monday","Monday",11,5,6,63,"5:00","Morning"
"1118",213,"City",116,"Trip Completed",2016-07-11 06:15:00,2016-07-11 06:57:00,"Monday","Monday",11,6,6,42,"6:00","Morning"
"1119",1818,"Airport",116,"Trip Completed",2016-07-12 09:29:00,2016-07-12 10:38:00,"Tuesday","Tuesday",12,9,10,69,"9:00","Morning"
"1120",2018,"Airport",116,"Trip Completed",2016-07-12 13:39:00,2016-07-12 14:19:00,"Tuesday","Tuesday",12,13,14,40,"13:00","Day Time"
"1121",3231,"Airport",116,"Trip Completed",2016-07-13 09:57:52,2016-07-13 10:48:18,"Wednesday","Wednesday",13,9,10,50,"9:00","Morning"
"1122",3378,"Airport",116,"Trip Completed",2016-07-13 14:19:59,2016-07-13 14:58:52,"Wednesday","Wednesday",13,14,14,39,"14:00","Day Time"
"1123",3896,"City",116,"Trip Completed",2016-07-13 21:55:01,2016-07-13 22:54:33,"Wednesday","Wednesday",13,21,22,60,"21:00","Evening"
"1124",4828,"City",116,"Trip Completed",2016-07-14 17:26:14,2016-07-14 17:59:47,"Thursday","Thursday",14,17,17,34,"17:00","Evening"
"1125",5944,"City",116,"Trip Completed",2016-07-15 10:23:18,2016-07-15 11:33:59,"Friday","Friday",15,10,11,71,"10:00","Day Time"
"1126",6245,"Airport",116,"Trip Completed",2016-07-15 17:58:28,2016-07-15 18:57:00,"Friday","Friday",15,17,18,59,"17:00","Evening"
"1127",3957,"City",117,"Trip Completed",2016-07-13 22:42:16,2016-07-13 23:43:32,"Wednesday","Wednesday",13,22,23,61,"22:00","Night"
"1128",4066,"Airport",117,"Trip Completed",2016-07-14 01:56:01,2016-07-14 03:07:14,"Thursday","Thursday",14,1,3,71,"1:00","Early Morning"
"1129",4691,"City",117,"Trip Completed",2016-07-14 13:01:57,2016-07-14 13:54:26,"Thursday","Thursday",14,13,13,52,"13:00","Day Time"
"1130",6153,"Airport",117,"Trip Completed",2016-07-15 16:23:13,2016-07-15 17:33:03,"Friday","Friday",15,16,17,70,"16:00","Day Time"
"1131",260,"City",118,"Trip Completed",2016-07-11 06:45:00,2016-07-11 07:54:00,"Monday","Monday",11,6,7,69,"6:00","Morning"
"1132",1077,"Airport",118,"Trip Completed",2016-07-11 19:55:00,2016-07-11 20:44:00,"Monday","Monday",11,19,20,49,"19:00","Evening"
"1133",1316,"City",118,"Trip Completed",2016-07-11 22:54:00,2016-07-11 23:45:00,"Monday","Monday",11,22,23,51,"22:00","Night"
"1134",1754,"City",118,"Trip Completed",2016-07-12 08:42:00,2016-07-12 09:39:00,"Tuesday","Tuesday",12,8,9,57,"8:00","Morning"
"1135",2086,"City",118,"Trip Completed",2016-07-12 15:44:00,2016-07-12 16:30:00,"Tuesday","Tuesday",12,15,16,46,"15:00","Day Time"
"1136",3044,"Airport",118,"Trip Completed",2016-07-13 07:38:41,2016-07-13 08:19:23,"Wednesday","Wednesday",13,7,8,41,"7:00","Morning"
"1137",3295,"City",118,"Trip Completed",2016-07-13 11:32:01,2016-07-13 12:15:03,"Wednesday","Wednesday",13,11,12,43,"11:00","Day Time"
"1138",3347,"Airport",118,"Trip Completed",2016-07-13 12:58:15,2016-07-13 13:54:49,"Wednesday","Wednesday",13,12,13,57,"12:00","Day Time"
"1139",3801,"Airport",118,"Trip Completed",2016-07-13 20:59:37,2016-07-13 21:37:51,"Wednesday","Wednesday",13,20,21,38,"20:00","Evening"
"1140",4249,"City",118,"Trip Completed",2016-07-14 06:03:18,2016-07-14 06:57:26,"Thursday","Thursday",14,6,6,54,"6:00","Morning"
"1141",5096,"Airport",118,"Trip Completed",2016-07-14 19:52:09,2016-07-14 20:49:12,"Thursday","Thursday",14,19,20,57,"19:00","Evening"
"1142",5892,"City",118,"Trip Completed",2016-07-15 09:48:14,2016-07-15 10:46:16,"Friday","Friday",15,9,10,58,"9:00","Morning"
"1143",6281,"Airport",118,"Trip Completed",2016-07-15 18:16:59,2016-07-15 19:23:29,"Friday","Friday",15,18,19,66,"18:00","Evening"
"1144",6497,"City",118,"Trip Completed",2016-07-15 20:29:43,2016-07-15 21:15:32,"Friday","Friday",15,20,21,46,"20:00","Evening"
